t,S,I,R
10.294581170017793,545,289,166
10.319228490686726,545,288,167
10.333966829200065,544,289,167
10.340330255588587,544,288,168
10.347458139859357,543,289,168
10.347849712366173,542,290,168
10.352536705467406,541,291,168
10.366167353593278,540,292,168
10.383820964401746,539,293,168
10.405616893555028,538,294,168
10.416289631613903,537,295,168
10.425316911145343,536,296,168
10.427815624233807,535,297,168
10.451375817766616,534,298,168
10.458531794349867,533,299,168
10.460337950542572,532,300,168
10.477324707429215,532,299,169
10.480749459478835,532,298,170
10.518321807208448,532,297,171
10.533317019199039,531,298,171
10.536151263989895,531,297,172
10.54642081046894,531,296,173
10.559090217023982,531,295,174
10.5604365883276,530,296,174
10.574129615422216,529,297,174
10.588535672753467,529,296,175
10.599379864983966,528,297,175
10.610036482242247,528,296,176
10.621806013908763,527,297,176
10.625965694327302,526,298,176
10.640143140304303,526,297,177
10.702705417652908,525,298,177
10.703246841477533,525,297,178
10.706388142657557,524,298,178
10.706581646568376,524,297,179
10.722075466909095,523,298,179
10.730382898290843,522,299,179
10.749299894707002,522,298,180
10.765150839742528,522,297,181
10.767416012111566,522,296,182
10.770360712640798,522,295,183
10.772468268028218,522,294,184
10.78781024752891,522,293,185
10.790446813116324,521,294,185
10.794795284889382,520,295,185
10.8104345893876,520,294,186
10.81163824207549,519,295,186
10.81549615114926,519,294,187
10.820677317941549,519,293,188
10.826818263645292,519,292,189
10.829058795259552,518,293,189
10.830726760100502,517,294,189
10.831046085778143,516,295,189
10.83133168415146,515,296,189
10.836465332020008,514,297,189
10.845507084995685,514,296,190
10.849732419385575,514,295,191
10.865851776880195,513,296,191
10.879194899277536,512,297,191
10.892291943504768,511,298,191
10.894252742515985,511,297,192
10.897968515003104,510,298,192
10.90847434349164,509,299,192
10.922527422842343,509,298,193
10.933705758783177,508,299,193
10.933774708311418,508,298,194
10.934585198544806,507,299,194
10.944945819951133,507,298,195
10.945810839738137,507,297,196
10.954379005495781,506,298,196
10.957576735484444,506,297,197
10.95836893178416,505,298,197
10.96617532494915,504,299,197
10.97195904612586,504,298,198
10.982509304919041,503,299,198
10.986274468642453,502,300,198
10.986535020237529,501,301,198
10.990499836114566,501,300,199
11.006549684883833,500,301,199
11.034700992935155,499,302,199
11.039987658111164,498,303,199
11.04208013484518,497,304,199
11.047704613413075,496,305,199
11.057733144132017,495,306,199
11.059302740272438,494,307,199
11.06659276723172,494,306,200
11.067478827097117,493,307,200
11.068405598318883,492,308,200
11.07270334926898,492,307,201
11.106559189554106,491,308,201
11.108570126136575,490,309,201
11.111964116149906,489,310,201
11.11803165848741,488,311,201
11.123328096888732,487,312,201
11.129876737561853,486,313,201
11.149251693886047,486,312,202
